img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
7764,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
47827,Daylight,Cloudy,Residential,Dry,Low,Near_Roadside,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
74494,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
8288,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
28625,Daylight,Cloudy,Residential,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Regulatory,No_Vehicles,Centered,
18240,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
40198,Daylight,Cloudy,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Industrial,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
96578,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
32106,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
5587,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
34864,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,None,Regulatory,Passenger_Cars_Only,Centered,
50773,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,1,None,Faded,Street_Lights,No,Flat,Slight_Right,Noise_Wall,Industrial,Moderate,Regulatory,No_Vehicles,Centered,
78034,Night,Clear,Highway,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,None,Sparse,Directional,No_Vehicles,Centered,
79093,Daylight,Snowy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
12559,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
41032,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
52944,Daylight,Foggy,Residential,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
81730,Daylight,Clear,Urban,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
96662,Daylight,Cloudy,Highway,Wet,Empty,None,No,2,T-Junction,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,
13292,Daylight,Rainy,Urban,Wet,High/Congested,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
18525,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
65746,Daylight,Cloudy,Rural,Slushy,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Slight_Right,None,None,Dense_Forest,Multiple_Types,No_Vehicles,Centered,
12427,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
17343,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
87105,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,None,None,Directional,Mixed_Heavy_Traffic,Centered,
4160,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
66382,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
68346,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
67558,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
14310,Daylight,Cloudy,Residential,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
8512,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
11748,Daylight,Snowy,Urban,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Industrial,Dense_Forest,Regulatory,No_Vehicles,Centered,
56842,Night,Rainy,Tunnel,Wet,Low,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,None,None,None,Passenger_Cars_Only,Centered,
60527,Dawn/Dusk,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
55197,Dawn/Dusk,Cloudy,Rural,Icy,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
78673,Daylight,Foggy,Highway,Wet,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Slight_Left,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,
88216,Night,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
85710,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
98787,Night,Snowy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Slight_Right,None,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
42357,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
11981,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Public_Transit_Focus,Centered,
6885,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
61118,Dawn/Dusk,Cloudy,Rural,Wet,Low,None,No,2,None,Clear,Street_Lights,No,Uphill,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
95937,Daylight,Clear,Residential,Dry,Moderate,None,No,2,None,Faded,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
18147,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
46081,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
90679,Night,Rainy,Highway,Wet,Moderate,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,None,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,
20148,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
99748,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
14002,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
35659,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
64018,Daylight,Rainy,Urban,Wet,Moderate,None,No,2,None,Clear,None,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
9180,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
98126,Daylight,Snowy,Urban,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,No_Vehicles,Centered,
67402,Daylight,Cloudy,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
61760,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,4,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
55320,Dawn/Dusk,Cloudy,Rural,Icy,Empty,None,No,2,None,Faded,None,No,Flat,Straight,None,Sparse/Rural,Sparse,Warning,No_Vehicles,Centered,
13030,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
84514,Daylight,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Multiple_Types,Mixed_Heavy_Traffic,Centered,
84057,Night,Clear,Urban,Dry,Moderate,None,No,1,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Industrial,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
83816,Dawn/Dusk,Rainy,Rural,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Sparse/Rural,Sparse,Directional,Passenger_Cars_Only,Centered,
21957,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
33883,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
79871,Night,Clear,Rural,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Uphill,Slight_Right,Metal_Guardrail,Sparse/Rural,Sparse,Warning,Passenger_Cars_Only,Centered,
5869,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
57643,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
41810,Night,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
95426,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Noise_Wall,Industrial,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
72981,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,None,Dense_Forest,Directional,No_Vehicles,Centered,
44380,Daylight,Rainy,Urban,Wet,High/Congested,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
87775,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,None,Passenger_Cars_Only,Centered,
5341,Daylight,Clear,Urban,Dry,Moderate,Crossing_Road,No,2,Roundabout,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
14360,Twilight,Cloudy,Urban,Dry,Moderate,None,No,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
74448,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
34219,Night,Clear,Tunnel,Dry,Low,None,No,3,None,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,None,None,Directional,Passenger_Cars_Only,Centered,
18987,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
29459,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,5+,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
27106,Daylight,Clear,Urban,Dry,Low,Crossing_Road,Yes,2,Four-Way,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
34533,Daylight,Clear,Residential,Dry,Empty,None,No,1,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,None,Passenger_Cars_Only,Centered,
75315,Night,Clear,Urban,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
51261,Dawn/Dusk,Cloudy,Urban,Dry,High/Congested,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
6249,Daylight,Clear,Urban,Dry,Empty,Near_Roadside,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Regulatory,No_Vehicles,Centered,
14377,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,1,None,Absent,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
25204,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
97266,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
43957,Daylight,Cloudy,Residential,Dry,Moderate,None,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
34852,Night,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
40174,Dawn/Dusk,Cloudy,Urban,Dry,Low,None,No,2,None,Faded,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,
80947,Daylight,Clear,Highway,Dry,Empty,None,No,3,None,Clear,None,No,Uphill,Slight_Right,Concrete_Median,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,
73651,Daylight,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
14034,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,
94969,Night,Clear,Tunnel,Dry,Moderate,None,No,3,None,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,None,None,None,Passenger_Cars_Only,Centered,
37141,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
36540,Dawn/Dusk,Cloudy,Residential,Dry,Low,None,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
10515,Night,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
40894,Dawn/Dusk,Cloudy,Urban,Dry,Empty,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
82651,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,None,Passenger_Cars_Only,Centered,
20207,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
42488,Dawn/Dusk,Snowy,Highway,Slushy,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,None,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
25874,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,Street_Lights,No,Flat,Slight_Left,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
68747,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
67508,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
35851,Daylight,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
14545,Daylight,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
10737,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
66834,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,High_Rise,Moderate,None,Passenger_Cars_Only,Centered,
85214,Night,Clear,Highway,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,None,Sparse,Directional,No_Vehicles,Centered,
60332,Daylight,Snowy,Urban,Snow_Covered,Low,None,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
51977,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,T-Junction,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Public_Transit_Focus,Centered,
96700,Daylight,Cloudy,Highway,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,None,None,Dense_Forest,Multiple_Types,No_Vehicles,Centered,
52882,Night,Clear,Urban,Dry,Low,None,Yes,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
50354,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,T-Junction,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
51932,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
20547,Daylight,Cloudy,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
84070,Daylight,Snowy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,None,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
23293,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
4422,Dawn/Dusk,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,Yes,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
47430,Dawn/Dusk,Cloudy,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
78635,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
18840,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
58860,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
64562,Night,Clear,Urban,Dry,High/Congested,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
89867,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,None,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
37860,Night,Clear,Tunnel,Dry,Empty,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,None,None,Directional,No_Vehicles,Centered,
34994,Daylight,Cloudy,Residential,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
35828,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
64774,Dawn/Dusk,Cloudy,Rural,Wet,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
47344,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
99070,Daylight,Snowy,Urban,Snow_Covered,Low,None,No,2,Roundabout,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Slight_Right,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
9242,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Regulatory,Passenger_Cars_Only,Centered,
18218,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
64381,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
50728,Daylight,Cloudy,Residential,Dry,Low,None,No,2,Roundabout,Clear,None,Yes,Flat,Straight,Concrete_Median,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
50665,Dawn/Dusk,Clear,Urban,Dry,Low,None,No,2,Four-Way,Faded,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
54620,Daylight,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
88746,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,1,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
88749,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
81661,Dawn/Dusk,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Uphill,Slight_Right,Metal_Guardrail,None,Sparse,None,Passenger_Cars_Only,Centered,
81937,Night,Clear,Tunnel,Dry,Moderate,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Slight_Left,Concrete_Median,None,None,None,Passenger_Cars_Only,Centered,
90691,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
