,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
34533,Daylight,Clear,Residential,Dry,Empty,,No,1,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.39677179887376984,0.0,0.0
34642,Daylight,Clear,Urban,Dry,Low,,No,2,Roundabout,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.6802786447499928,0.0,0.0
34852,Night,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5438645435497165,0.0,0.0
34864,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,Passenger_Cars_Only,Centered,,0.5759074240922928,0.0,0.0
34994,Daylight,Cloudy,Residential,Dry,Low,,No,2,Four-Way,Clear,,Yes,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5426140949130058,0.0,0.0
35043,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.5542444128256577,0.0,0.0
35149,Daylight,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Absent,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.5754460270811872,0.0,0.0
35299,Daylight,Clear,Urban,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.42396239078406134,0.0,0.0
35417,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.4873762571563323,0.0,0.0
35422,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6191503931032983,0.0,0.0
35548,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,,0.5346649793478159,0.0,0.0
35659,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6295647621154785,0.0,0.0
35667,Night,Clear,Tunnel,Dry,Low,,No,3,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,Directional,Passenger_Cars_Only,Centered,,0.5645054687153209,0.0,0.0
35788,Daylight,Cloudy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5366597049164049,0.0,0.0
35790,Twilight,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5492722034454346,0.0,0.0
35828,Daylight,Clear,Urban,Dry,Low,,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5635448429319594,0.0,0.0
35851,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5848799049854279,0.0,0.0
35874,Daylight,Clear,Urban,Dry,Low,,No,1,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5364896389278205,0.0,0.0
35952,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.553359866142273,0.0,0.0
36223,Daylight,Cloudy,Residential,Dry,Low,,No,2,Roundabout,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5085867504278819,0.0,0.0
36244,Night,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.550815540281209,0.0,0.0
36284,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.563132503758306,0.0,0.0
36312,Daylight,Clear,Urban,Dry,Moderate,,No,1,,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5063849379276407,0.0,0.0
36339,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,,,Public_Transit_Focus,Centered,,0.47544318437576294,0.0,0.0
36360,Daylight,Cloudy,Urban,Dry,High/Congested,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.5998960914819137,0.0,0.0
36540,Dawn/Dusk,Cloudy,Residential,Dry,Low,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.6132411116903479,0.0,0.0
36773,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,,,Passenger_Cars_Only,Centered,,0.6549398638308048,1.0,0.0
36785,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5490071489052339,0.0,0.0
36802,Dawn/Dusk,Cloudy,Residential,Dry,Moderate,,Yes,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.666345864534378,0.0,0.0
36909,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5423641537918764,0.0,0.0
36980,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,,Directional,Passenger_Cars_Only,Centered,,0.5395378768444061,0.0,0.0
37057,Night,Clear,Urban,Dry,Empty,,No,1,,Absent,Vehicle_Headlights,No,Flat,Straight,Curb,Industrial,Moderate,Warning,No_Vehicles,Centered,,0.6726474414269129,0.0,0.0
37069,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5794256250374019,0.0,0.0
37141,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5299324853853746,0.0,0.0
37170,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,,0.45679377516110736,0.0,0.0
37172,Night,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Faded,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6596352628299168,0.0,0.0
37176,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.6009336672723293,0.0,0.0
37300,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5493067718214459,0.0,0.0
37307,Dawn/Dusk,Clear,Residential,Dry,Low,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5513330812637622,0.0,0.0
37365,Night,Clear,Urban,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Directional,Passenger_Cars_Only,Centered,,0.487649142742157,0.0,0.0
37492,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,No_Vehicles,Centered,,0.5313566968991206,0.0,0.0
37519,Night,Clear,Urban,Dry,Low,,No,2,T-Junction,Faded,Street_Lights,No,Uphill,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.471004228700291,0.0,0.0
37860,Night,Clear,Tunnel,Dry,Empty,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,Directional,No_Vehicles,Centered,,0.4975984305143356,0.0,0.0
38090,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.6543231823227622,0.0,0.0
38192,Daylight,Clear,Urban,Dry,Low,,No,2,T-Junction,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5952550478097869,0.0,0.0
38208,Twilight,Rainy,Urban,Wet,High/Congested,,No,3,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Warning,Passenger_Cars_Only,Centered,,0.5522831951578459,0.0,0.0
38276,Dawn/Dusk,Clear,Urban,Dry,Low,,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.555370052655538,0.0,0.0
38299,Daylight,Rainy,Urban,Wet,Moderate,,No,2,Four-Way,Occluded_by_Snow/Water,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5678938117466474,0.0,0.0
38311,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6066716136410832,0.0,0.0
38317,Daylight,Clear,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5569901369950351,0.0,0.0
38432,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6181137962983205,0.0,0.0
38488,Daylight,Clear,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5196178592741489,0.0,0.0
38612,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5336703609174757,0.0,0.0
38645,Dawn/Dusk,Cloudy,Residential,Dry,Empty,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,,0.5671627789735794,0.0,0.0
38912,Daylight,Clear,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5232964431823686,0.0,0.0
39122,Daylight,Cloudy,Tunnel,Dry,High/Congested,,No,2,,Absent,Tunnel_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6392899939888402,0.0,0.0
39331,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,,Faded,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.514706881797832,0.0,0.0
39389,Daylight,Snowy,Urban,Snow_Covered,Low,,No,2,Four-Way,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5690590661504994,0.0,0.0
39483,Daylight,Cloudy,Residential,Dry,Low,,Yes,1,,Absent,,No,Uphill,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6657146289944649,0.0,0.0
39554,Night,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.521613160148263,0.0,0.0
39584,Daylight,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5012425443400508,0.0,0.0
39608,Daylight,Rainy,Urban,Wet,High/Congested,,No,3,Four-Way,Occluded_by_Snow/Water,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5763708723661227,0.0,0.0
39745,Daylight,Cloudy,Residential,Wet,Low,,No,1,T-Junction,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.5760356672108173,0.0,0.0
39890,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6207395117533835,0.0,0.0
40127,Daylight,Rainy,Urban,Wet,High/Congested,,No,3,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5721859175849844,0.0,0.0
40174,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,2,,Faded,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.523672753572464,0.0,0.0
40198,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Industrial,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5651721935322944,0.0,0.0
40618,Daylight,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5869735088199377,0.0,0.0
40819,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Industrial,Moderate,,No_Vehicles,Centered,,0.35843737721443175,0.0,0.0
40844,Daylight,Cloudy,Urban,Dry,Moderate,,Yes,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6610744846494574,0.0,0.0
40857,Daylight,Clear,Urban,Dry,Low,,No,2,T-Junction,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6998368078156522,0.0,0.0
40891,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5081161109067626,0.0,0.0
40894,Dawn/Dusk,Cloudy,Urban,Dry,Empty,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5207611072447992,0.0,0.0
40916,Night,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.48490957791606587,0.0,0.0
41032,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5011806438366572,0.0,0.0
41092,Dawn/Dusk,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5202636760142114,0.0,0.0
41107,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Public_Transit_Focus,Centered,,0.5520810094746676,0.0,0.0
41202,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,,Yes,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6207499653100967,0.0,0.0
41247,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5279376340466876,0.0,0.0
41332,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.632504114779559,0.0,0.0
41503,Daylight,Clear,Urban,Dry,Moderate,,No,1,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.5961883199214936,0.0,0.0
41605,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,T-Junction,Absent,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5833249217585513,0.0,0.0
41660,Night,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5854930735769726,0.0,0.0
41690,Daylight,Rainy,Urban,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.547118371547158,0.0,0.0
41810,Night,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5187309943899816,0.0,0.0
41818,Daylight,Cloudy,Residential,Wet,Low,,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5901500936164412,0.0,0.0
42012,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.46370939550728635,0.0,0.0
42143,Daylight,Cloudy,Highway,Dry,Low,Near_Roadside,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5658444669739954,0.0,0.0
42255,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5287741715625182,0.0,0.0
42342,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6554931962773913,0.0,0.0
42357,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5168768996245241,0.0,0.0
42488,Dawn/Dusk,Snowy,Highway,Slushy,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.8501744866371155,0.0,0.0
42498,Daylight,Cloudy,Rural,Wet,Empty,Crossing_Road,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,No_Vehicles,Centered,,0.5707522531350454,0.0,0.0
42565,Daylight,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6024554473789114,0.0,0.0
42571,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5236624291409617,0.0,0.0
42776,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,,Faded,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5818941566077146,0.0,0.0
43272,Night,Rainy,Urban,Wet,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,,Passenger_Cars_Only,Centered,,0.5641258780298561,0.0,0.0
43319,Daylight,Cloudy,Urban,Dry,Moderate,,No,1,,Absent,,No,Flat,Slight_Right,Curb,High_Rise,Sparse,,Passenger_Cars_Only,Centered,,0.6908970326185226,0.0,0.0
43481,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Slight_Left,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.49931883655096354,0.0,0.0
43641,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5752126127481461,0.0,0.0
43826,Night,Clear,Urban,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Noise_Wall,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5372422834237417,0.0,0.0
43830,Daylight,Rainy,Urban,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5759895302233149,0.0,0.0
43924,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6647959848244985,0.0,0.0
43957,Daylight,Cloudy,Residential,Dry,Moderate,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5784774442513784,0.0,0.0
43961,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6544954652587572,0.0,0.0
43971,Daylight,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Building_Lights,Yes,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5672026624282202,0.0,0.0
44022,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5191806329263223,0.0,0.0
44144,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.5650469263394674,0.0,0.0
44376,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.58937575340271,0.0,0.0
44379,Dawn/Dusk,Rainy,Urban,Wet,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.4934459137916565,0.0,0.0
44380,Daylight,Rainy,Urban,Wet,High/Congested,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5323239214280072,0.0,0.0
44543,Daylight,Snowy,Highway,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.8063645958900452,0.0,0.0
44602,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5388529747724533,0.0,0.0
44713,Daylight,Cloudy,Urban,Dry,High/Congested,,No,2,,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.524687695683855,0.0,0.0
44788,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Uphill,Slight_Right,Metal_Guardrail,High_Rise,,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.552007002234459,0.0,0.0
44818,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5415253481444191,0.0,0.0
44863,Daylight,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,Roundabout,Occluded_by_Snow/Water,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5135386987527212,0.0,0.0
44870,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.47686943113803865,0.0,0.0
44901,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5207625793086158,0.0,0.0
44941,Daylight,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5216656705295598,0.0,0.0
